aah	a·h
advising	u·hdvai·zi·ng
advisor	u·hdvai·zu·h
advisories	u·hdvai·zu·hri·z
advisors	u·hdvai·zu·hz
advisory	u·hdvai·zu·hri
advocaat	a·dvu·hka·ht
advocacy	a·dvu·hku·hsi
advocated	a·dvu·hke·yti·d
advocating	a·dvu·hke·yti·ng
advocation	a·dvu·hke·yshn
advocator	a·dvu·hke·ytu·h
adz	a·dz
adze	a·dz
aedes	Iydz
aegis	Iyji·s
aeolian	Iyo·hliu·hn
aeolipile	Iyu·hli·pai·l
aeon	Iyɒn
aeons	Iyɒnz
aerated	eu·hre·yti·d
aerate	eu·hre·yt
aerates	eu·hre·yts
aerating	eu·hre·yti·ng
aeration	eu·hre·yshn
aerialist	eu·hriu·hli·st
aerials	eu·hriu·hlz
aerobatic	eu·hro·hba·ti·k
aerobatics	eu·hro·hba·ti·ks
aerobically	eu·hro·hbi·kli
aerobic	eu·hro·hbi·k
aerobics	eu·hro·hbi·ks
aerodrome	eu·hro·hdro·hm
aerodromes	eu·hro·hdro·hmz
aerodynamically	eu·hro·hdai·na·mi·kli
aerodynamic	eu·hro·hdai·na·mi·k
aerodynamicist	eu·hro·hdai·na·mi·si·st
aerodynamics	eu·hro·hdai·na·mi·ks
aero	eu·hro·h
aerofoil	eu·hro·hfo·yl
aerofoils	eu·hro·hfo·ylz
aeronaut	eu·hro·hna·wːt
aeronautical	eu·hro·hna·wːti·ku·hl
aeronautic	eu·hro·hna·wːti·k
aeronautics	eu·hro·hna·wːti·ks
aeronauts	eu·hro·hna·wːts
aeroplane	eu·hru·hple·yn
aeroplanes	eu·hru·hple·ynz
aerosol	eu·hru·hsɒl
aerosols	eu·hru·hsɒlz
aerospace	eu·hro·hspe·ys
aesthete	IysthIyt
aesthetes	IysthIyts
aesthetically	Iysthe·ti·kli
aesthetic	Iysthe·ti·k
aesthetics	Iysthe·ti·ks
aestival	Iysti·vu·hl
aetiology	Iyti·ɒlu·hji
afar	u·hfa·h
afeard	u·hfiu·hd
affability	a·fu·hbi·li·ti
affable	a·fu·hbu·hl
affaire	u·hfeu·h
affaires	u·hfeu·hz
affair	u·hfeu·h
affairs	u·hfeu·hz
affectation	u·hfi·kte·yshn
affectations	u·hfi·kte·yshnz
affected	u·hfe·kti·d
affecting	u·hfe·kti·ng
affectionate	u·hfe·kshnu·ht
affectionately	u·hfe·kshnu·htli
affection	u·hfe·kshn
affections	u·hfe·kshnz
affective	u·hfe·kti·v
affectively	u·hfe·kti·vli
afferent	a·fru·hnt
affianced	u·hfaiu·hnst
affidavit	a·fi·de·yvi·t
affidavits	a·fi·de·yvi·ts
affiliated	u·hfi·lie·yti·d
affiliates	u·hfi·lie·yts
affiliation	u·hfi·lie·yshn
affiliations	u·hfi·lie·yshnz
affinities	u·hfi·ni·ti·z
affinity	u·hfi·ni·ti
affirmation	a·fu·hme·yshn
affirmations	a·fu·hme·yshnz
affirmative	u·hfɜːmu·hti·v
affirmatively	u·hfɜːmu·hti·vli
affirmed	u·hfɜːmd
affirm	u·hfɜːm
affirming	u·hfɜːmi·ng
affirms	u·hfɜːmz
affixed	u·hfi·kst
afflatus	u·hfla·tu·hs
afflicted	u·hfli·kti·d
afflict	u·hfli·kt
afflicting	u·hfli·kti·ng
affliction	u·hfli·kshn
afflictions	u·hfli·kshnz
afflicts	u·hfli·kts
affluence	a·floou·hns
affluent	a·floou·hnt
affordability	u·hfa·wːdu·hbi·li·ti
affordable	u·hfa·wːdu·hbu·hl
affordably	u·hfa·wːdu·hbli
afforded	u·hfa·wːdi·d
afford	u·hfa·wːd
affording	u·hfa·wːdi·ng
affords	u·hfa·wːdz
afforestation	u·hfɒri·ste·yshn
affray	u·hfre·y
affrighted	u·hfrai·ti·d
affright	u·hfrai·t
affronted	u·hfru·hnti·d
affront	u·hfru·hnt
affronts	u·hfru·hnts
afghan	a·fga·n
afghani	a·fga·hni
afghanis	a·fga·hni·z
afghans	a·fga·nz
aficionado	u·hfi·shna·hdo·h
aficionados	u·hfi·shna·hdo·hz
afield	u·hfIyld
afire	u·hfaiu·h
aflame	u·hfle·ym
aflatoxin	u·hfla·tu·hksi·n
afloat	u·hflo·ht
aflutter	u·hflu·htu·h
afoot	u·hfu·t
afore	u·hfa·wː
aforementioned	u·hfa·wːme·nshnd
aforesaid	u·hfa·wːse·d
aforethought	u·hfa·wːtha·wːt
afoul	u·hfo·wl
afraid	u·hfre·yd
afresh	u·hfre·sh
afterbirth	a·hftu·hbɜːth
afterburners	a·hftu·hbɜːnu·hz
aftercare	a·hftu·hkeu·h
aftereffect	a·hftu·hri·fe·kt
aftereffects	a·hftu·hri·fe·kts
after	a·hftu·h
afterglow	a·hftu·hglo·h
afterimage	a·hftu·hri·mi·j
afterlife	a·hftu·hlai·f
afterlives	a·hftu·hli·vz
aftermarket	a·hftu·hma·hki·t
aftermath	a·hftu·hma·th
aftermaths	a·hftu·hma·ths
afternoons	a·hftu·hnoo·nz
afterschool	a·hftu·hskoo·l
afters	a·hftu·hz
aftershave	a·hftu·hshe·yv
aftershaves	a·hftu·hshe·yvz
aftershock	a·hftu·hshɒk
aftershocks	a·hftu·hshɒks
aftertaste	a·hftu·hte·yst
afterthought	a·hftu·htha·wːt
afterward	a·hftu·hwu·hd
afterwards	a·hftu·hwu·hdz
aft	a·hft
aga	a·hgu·h
again	u·hge·n
against	u·hge·nst
agama	a·ga·hmu·h
agamas	a·ga·hmu·hz
agapanthus	a·gu·hpa·hnthu·hs
agar	e·yga·h
agaric	a·ga·ri·k
agate	a·ge·yt
agates	a·ge·yts
agave	a·ge·yv
agee	a·jIy
age	e·yj
ageing	e·yji·ng
ageism	e·yji·zu·hm
ageist	e·yji·st
ageless	e·yjlu·hs
agencies	e·yju·hnsi·z
agency	e·yju·hnsi
agenda	u·hje·ndu·h
agendas	u·hje·ndu·hz
agent	e·yju·hnt
agents	e·yju·hnts
ageratum	e·yju·hra·htu·hm
ages	e·yji·z
agger	a·gu·h
aggie	a·gi
agglomeration	u·hglɒmu·hre·yshn
agglomerations	u·hglɒmu·hre·yshnz
aggrandise	u·hgra·ndai·z
aggrandisement	u·hgra·ndai·zmu·hnt
aggrandising	u·hgra·ndai·zi·ng
aggravate	a·gru·hve·yt
aggravated	a·gru·hve·yti·d
aggravates	a·gru·hve·yts
aggravating	a·gru·hve·yti·ng
aggravation	a·gru·hve·yshn
aggravations	a·gru·hve·yshnz
aggregated	a·gri·ge·yti·d
aggregating	a·gri·ge·yti·ng
aggregation	a·gri·ge·yshn
aggregations	a·gri·ge·yshnz
aggress	u·hgre·s
aggression	u·hgre·shn
aggressions	u·hgre·shnz
aggressive	u·hgre·si·v
aggressively	u·hgre·si·vli
aggressiveness	u·hgre·si·vnu·hs
aggressor	u·hgre·su·h
aggressors	u·hgre·su·hz
aggrieved	u·hgrIyvd
aggro	a·gro·h
aghast	u·hga·hst
agile	a·jai·l
agilely	a·jai·lli
agility	a·ji·li·ti
aging	e·yji·ng
agios	a·hjio·hz
agist	e·yji·st
agitate	a·ji·te·yt
agitated	a·ji·te·yti·d
agitatedly	a·ji·te·yti·dli
agitates	a·ji·te·yts
agitating	a·ji·te·yti·ng
agitation	a·ji·te·yshn
agitator	a·ji·te·ytu·h
agitators	a·ji·te·ytu·hz
agitprop	a·ji·tprɒp
aglet	u·hgle·t
agley	u·hglai
aglow	u·hglo·h
agnosia	a·gno·hziu·h
agnostic	a·gnɒsti·k
agnosticism	a·gnɒsti·si·zu·hm
agnostics	a·gnɒsti·ks
ago	u·hgo·h
agog	u·hgɒg
agon	a·gɒn
agonies	a·gu·hni·z
agonise	a·gu·hnai·z
agonised	a·gu·hnai·zd
agonises	a·gu·hnai·zi·z
agonising	a·gu·hnai·zi·ng
agonisingly	a·gu·hnai·zi·ngli
agony	a·gu·hni
agoraphobia	a·ga·wːru·hfo·hbiu·h
agoraphobic	a·ga·wːru·hfo·hbi·k
agouti	a·go·wti
agoutis	a·go·wti·z
agrarian	a·greu·hriu·hn
agreeable	u·hgrIyu·hbu·hl
agreeableness	u·hgrIyu·hbu·hlnu·hs
agreeably	u·hgrIyu·hbli
agreed	u·hgrIyd
agree	u·hgrIy
agreeing	u·hgrIyi·ng
agreement	u·hgrIymu·hnt
agreements	u·hgrIymu·hnts
agrees	u·hgrIyz
agribusiness	a·gri·bi·znu·hs
agribusinesses	a·gri·bi·znu·hsi·z
agricultural	a·gri·ku·hlchu·hru·hl
agriculturalist	a·gri·ku·hlchu·hru·hli·st
agriculturalists	a·gri·ku·hlchu·hru·hli·sts
agriculturally	a·gri·ku·hlchu·hru·hli
agriculture	a·gri·ku·hlchu·h
agriculturists	a·gri·ku·hlchu·hri·sts
agrimony	a·gri·mu·hni
agrochemical	a·gru·hke·mi·ku·hl
agrochemicals	a·gru·hke·mi·ku·hlz
agronomist	u·hgrɒnu·hmi·st
agronomists	u·hgrɒnu·hmi·sts
agronomy	u·hgrɒnu·hmi
aground	u·hgro·wnd
ague	e·ygyoo
ah	a·h
aha	a·hha·h
ahead	u·hhe·d
ahem	u·hhu·hm
ahimsa	a·hi·msu·h
ahoy	u·hho·y
aid	e·yd
aided	e·ydi·d
aide	e·yd
aider	e·ydu·h
aiders	e·ydu·hz
aides	e·ydz
aiding	e·ydi·ng
aids	e·ydz
ai	e·yai
aikido	e·ykIydo·h
ailed	e·yld
ail	e·yl
aileron	e·ylu·hru·hn
ailerons	e·ylu·hru·hnz
ailing	e·yli·ng
ailment	e·ylmu·hnt
ailments	e·ylmu·hnts
ails	e·ylz
aimed	e·ymd
aim	e·ym
aiming	e·ymi·ng
aimless	e·ymlu·hs
aimlessly	e·ymlu·hsli
aimlessness	e·ymlu·hsnu·hs
aims	e·ymz
ain	e·yn
airbag	eu·hba·g
airbags	eu·hba·gz
airbase	eu·hbe·ys
airbases	eu·hbe·ysi·z
airbed	eu·hbd
airbeds	eu·hbdz
airborne	eu·hba·wːn
airbrushed	eu·hbru·hsht
airbrush	eu·hbru·hsh
airbrushes	eu·hbru·hshi·z
airbrushing	eu·hbru·hshi·ng
airburst	eu·hbɜːst
airbus	eu·hbu·hs
airbuses	eu·hbu·hsi·z
aircraft	eu·hkra·hft
aircraftman	eu·hkra·hftmu·hn
aircrew	eu·hkroo
aircrews	eu·hkroo·z
airdrop	eu·hdrɒp
airdrops	eu·hdrɒps
aired	eu·hd
air	eu·h
airfare	eu·hfeu·h
airfares	eu·hfeu·hz
airfield	eu·hfIyld
airfields	eu·hfIyldz
airflow	eu·hflo·h
airframe	eu·hfre·ym
airframes	eu·hfre·ymz
airfreight	eu·hfre·yt
airgun	eu·hgu·hn
airguns	eu·hgu·hnz
airhead	eu·hhe·d
airheads	eu·hhe·dz
airier	eu·hriu·h
airily	eu·hri·li
airiness	eu·hri·nu·hs
airing	eu·hri·ng
airings	eu·hri·ngz
airless	eu·hlu·hs
airlifted	eu·hli·fti·d
airlift	eu·hli·ft
airlifting	eu·hli·fti·ng
airlifts	eu·hli·fts
airline	eu·hlai·n
airliner	eu·hlai·nu·h
airliners	eu·hlai·nu·hz
airlines	eu·hlai·nz
airlock	eu·hlɒk
airlocks	eu·hlɒks
airmail	eu·hme·yl
airman	eu·hmu·hn
airmen	eu·hme·n
airplay	eu·hple·y
airport	eu·hpa·wːt
airports	eu·hpa·wːts
airpower	eu·hpo·wu·h
airscrew	eu·hskroo
airs	eu·hz
airship	eu·hshi·p
airships	eu·hshi·ps
airshow	eu·hsho·h
airshows	eu·hsho·hz
airsick	eu·hsi·k
airspace	eu·hspe·ys
airspeed	eu·hspIyd
airstream	eu·hstrIym
airstrike	eu·hstrai·k
airstrikes	eu·hstrai·ks
airstrip	eu·hstri·p
airstrips	eu·hstri·ps
airt	eu·ht
airtight	eu·htai·t
airtime	eu·htai·m
airwave	eu·hwe·yv
airwaves	eu·hwe·yvz
airway	eu·hwe·y
airways	eu·hwe·yz
airworthiness	eu·hwu·hthi·nu·hs
airworthy	eu·hwɜːthi
airy	eu·hri
ais	ai·z
aisle	aiu·hl
aisles	aiu·hlz
aitch	e·ych
ait	e·yt
ajar	u·hja·h
aka	a·ku·h
akee	a·kIy
akimbo	u·hki·mbo·h
akin	u·hki·n
alabaster	a·lu·hba·stu·h
alack	u·hla·k
alacrity	u·hla·kri·ti
ala	u·hla
alameda	u·hle·ymdu·h
alarmed	u·hla·hmd
alarming	u·hla·hmi·ng
alarmingly	u·hla·hmi·ngli
alarmism	u·hla·hmi·zu·hm
alarmist	u·hla·hmi·st
alarm	u·hla·hm
alarms	u·hla·hmz
alarum	u·hla·hru·hm
alarums	u·hla·hru·hmz
alas	u·hla·s
alba	a·lbu·h
albacore	a·lbu·hka·wː
alb	a·lb
albatross	a·lbu·htrɒs
albatrosses	a·lbu·htrɒsi·z
albedo	a·lbIydo·h
albeit	a·wːlbIyi·t
albino	a·lbIyno·h
albinos	a·lbIyno·hz
albs	a·lbz
album	a·lbu·hm
albumen	a·lbyoo·me·n
albums	a·lbu·hmz
alchemical	a·lke·mi·ku·hl
alchemist	a·lki·mi·st
alchemists	a·lki·mi·sts
alchemy	a·lku·hmi
alcohol	a·lku·hhɒl
alcoholic	a·lku·hhɒli·k
alcoholically	a·lku·hhɒli·kli
alcoholics	a·lku·hhɒli·ks
alcoholism	a·lku·hho·hli·zu·hm
alcohols	a·lku·hhɒlz
alcove	a·lko·hv
alcoves	a·lko·hvz
aldehyde	a·ldi·hai·d
alderman	a·wːldu·hmu·hn
aldermen	a·wːldu·hme·n
alder	a·wːldu·h
alders	a·wːldu·hz
aldrin	a·wːldri·n
alee	a·lIy
ale	e·yl
alehouse	e·ylho·ws
alehouses	e·ylho·wzi·z
alembic	u·hle·mbi·k
alembics	u·hle·mbi·ks
aleph	a·le·f
alerted	u·hlɜːti·d
alerting	u·hlɜːti·ng
alert	u·hlɜːt
alertly	u·hlɜːtli
alertness	u·hlɜːtnu·hs
alerts	u·hlɜːts
ales	e·ylz
alevin	u·hle·vi·n
alexandrine	a·li·gza·hndrIyn
alexandrite	a·li·gza·hndrai·t
alexia	u·hle·ksiu·h
alfalfa	a·lfa·lfu·h
alfresco	u·hlfre·sko·h
alga	a·lgu·h
algae	a·lgIy
algal	a·lgu·hl
algebra	a·lji·bru·h
algebraic	a·lji·bre·yi·k
alginate	a·lji·ne·yt
algorithm	a·lgu·hri·thu·hm
algorithmic	a·lgu·hri·thmi·k
algorithms	a·lgu·hri·thu·hmz
alias	e·yliu·hs
aliases	e·yliu·hsi·z
alibi	a·lu·hbai
alibis	a·lu·hbai·z
alienated	e·yliu·hne·yti·d
alienate	e·yliu·hne·yt
alienates	e·yliu·hne·yts
alienating	e·yliu·hne·yti·ng
alienation	e·yliu·hne·yshn
alien	e·yliu·hn
aliens	e·yliu·hnz
alighted	u·hlai·ti·d
alighting	u·hlai·ti·ng
alight	u·hlai·t
alights	u·hlai·ts
aligned	u·hlai·nd
aligning	u·hlai·ni·ng
align	u·hlai·n
alignment	u·hlai·nmu·hnt
alignments	u·hlai·nmu·hnts
aligns	u·hlai·nz
alike	u·hlai·k
alimentary	u·hlai·me·ntu·hri
alimony	a·li·mu·hni
aline	u·hlai·n
alit	u·hli·t
alive	u·hlai·v
aliveness	u·hlai·vnu·hs
aliya	a·li·yu·h
aliyah	a·li·yu·h
alkali	a·lku·hlai
alkaline	a·lku·hlai·n
alkalinity	a·lku·hlai·ni·ti
alkalis	a·lku·hlai·z
alkaloid	a·lku·hlo·yd
alkaloids	a·lku·hlo·ydz
alkane	a·lke·yn
alkanes	a·lke·ynz
alkanet	a·lku·hne·t
alkenes	a·lkIynz
alky	a·lki
allayed	u·hle·yd
allaying	u·hle·yi·ng
allay	u·hle·y
allays	u·hle·yz
allegation	a·li·ge·yshn
allegations	a·li·ge·yshnz
alleged	u·hle·jd
allegedly	u·hle·ji·dli
allege	u·hle·j
alleges	u·hle·ji·z
allegiance	u·hlIyju·hns
allegiances	u·hlIyju·hnsi·z
alleging	u·hle·ji·ng
allegorical	a·li·gɒri·ku·hl
allegories	a·li·gu·hri·z
allegory	a·li·gu·hri
allegro	u·hle·gro·h
allele	u·hlIyl
alleles	u·hlIylz
alleluia	a·li·loo·yu·h
allemande	a·lu·hma·nd
allergen	a·lu·hju·hn
allergenic	a·lu·hje·ni·k
allergens	a·lu·hju·hnz
allergic	u·hlɜːji·k
allergies	a·lu·hji·z
allergist	a·lu·hji·st
allergy	a·lu·hji
alleviated	u·hlIyvie·yti·d
alleviate	u·hlIyvie·yt
alleviates	u·hlIyvie·yts
alleviating	u·hlIyvie·yti·ng
alleviation	u·hlIyvie·yshn
alley	a·li
alleys	a·li·z
alleyway	a·li·we·y
alleyways	a·li·we·yz
alliance	u·hlaiu·hns
alliances	u·hlaiu·hnsi·z
alligator	a·li·ge·ytu·h
alligators	a·li·ge·ytu·hz
alliteration	u·hli·tu·hre·yshn
alliterative	u·hli·tu·hru·hti·v
alliteratively	u·hli·tu·hru·hti·vli
allium	a·liu·hm
allocate	a·lu·hke·yt
allocated	a·lu·hke·yti·d
allocates	a·lu·hke·yts
allocating	a·lu·hke·yti·ng
allocation	a·lu·hke·yshn
allocations	a·lu·hke·yshnz
all	a·wːl
allot	u·hlɒt
allotment	u·hlɒtmu·hnt
allotments	u·hlɒtmu·hnts
allotrope	a·lu·htro·hp
allotropes	a·lu·htro·hps
allots	u·hlɒts
allotted	u·hlɒti·d
allowable	u·hlo·wu·hbu·hl
allowance	u·hlo·wu·hns
allowances	u·hlo·wu·hnsi·z
allowed	u·hlo·wd
allowing	u·hlo·wi·ng
allow	u·hlo·w
allows	u·hlo·wz
alloyed	a·lo·yd
alloying	a·lo·yi·ng
allspice	a·wːlspai·s
alluded	u·hloo·di·d
allude	u·hloo·d
alludes	u·hloo·dz
alluding	u·hloo·di·ng
allured	u·hla·wːd
allure	u·hla·wː
alluring	u·hla·wːri·ng
alluringly	u·hla·wːri·ngli
allusion	u·hloo·zhu·hn
allusions	u·hloo·zhu·hnz
allusive	u·hloo·si·v
alluvial	u·hloo·viu·hl
alluvia	u·hloo·viu·h
alluvium	u·hloo·viu·hm
allying	a·laii·ng
almanac	ɒlmu·hna·k
almanacs	ɒlmu·hna·ks
almandine	ɒlma·hndIyn
almighty	ɒlmai·ti
almond	ɒlmu·hnd
almonds	ɒlmu·hndz
almoner	ɒlmu·hnu·h
almonry	ɒlmɒnri
almost	a·wːlmo·hst
almshouse	a·hmzhHo·ws
almshouses	a·hmzhHo·wzi·z
alms	a·hmz
aloe	a·lo·h
aloes	a·lo·hz
aloft	u·hlɒft
aloha	u·hlo·hhu·h
alone	u·hlo·hn
aloneness	u·hlo·hnnu·hs
along	u·hlɒng
alongside	u·hlɒngsai·d
aloof	u·hloo·f
aloofness	u·hloo·fnu·hs
alopecia	u·hlo·hpIyshu·h
aloud	u·hlo·wd
alow	u·hlo·h
alpaca	a·lpa·ku·h
alpacas	a·lpa·ku·hz
alp	a·lp
alpha	a·lfu·h
alphabet	a·lfu·hbe·t
alphabetic	a·lfu·hbe·ti·k
alphabetical	a·lfu·hbe·ti·ku·hl
alphabetically	a·lfu·hbe·ti·kli
alphabetise	a·lfu·hbe·tai·z
alphabetised	a·lfu·hbe·tai·zd
alphabetising	a·lfu·hbe·tai·zi·ng
alphabets	a·lfu·hbe·ts
alphanumeric	a·lfu·hnyoo·me·ri·k
alphas	a·lfu·hz
alpine	a·lpai·n
alpines	a·lpai·nz
alps	a·lps
already	a·wːlre·di
alright	a·wːlrai·t
also	ɒlso·h
altar	ɒltu·h
altarpiece	ɒltu·hpIys
altarpieces	ɒlta·hpIysi·z
altars	ɒltu·hz
alteration	ɒltu·hre·yshn
alterations	ɒltu·hre·yshnz
alterative	ɒltu·hru·hti·v
altercation	ɒltu·hke·yshn
altercations	ɒltu·hke·yshnz
altered	ɒltu·hd
altering	ɒltu·hri·ng
alter	ɒltu·h
alternated	a·wːltu·hne·yti·d
alternately	a·wːltɜːnu·htli
alternates	ɒltu·hne·yts
alternating	a·wːltu·hne·yti·ng
alternation	ɒltu·hne·yshn
alternations	ɒltu·hne·yshnz
alternatively	a·wːltɜːnu·hti·vli
alternative	a·wːltɜːnu·hti·v
alternatives	a·wːltɜːnu·hti·vz
alternator	a·wltu·hne·ytu·h
alternators	a·wltu·hne·ytu·hz
alters	ɒltu·hz
although	ɒltho·h
altimeter	a·lti·mIytu·h
altiplano	a·lti·pla·hno·h
altitude	a·lti·tyoo·d
altitudes	a·lti·tyoo·dz
alto	a·ltow
altocumulus	a·ltu·hkyoo·myu·lu·hs
altogether	a·wːltu·hge·thu·h
altos	a·ltowz
altruism	a·wːltrooi·zu·hm
altruistically	a·wːltrooi·sti·kli
altruistic	a·wːltrooi·sti·k
altruists	a·wːltrooi·sts
alula	u·hlyu·la
alumina	u·hloo·mi·nu·h
aluminate	u·hloo·mi·ne·yt
aluminium	a·lyu·mi·niu·hm
alumna	u·hlu·hmnu·h
alumni	u·hlu·hmni
alumnus	u·hlu·hmnu·hs
alveolar	a·lvio·hlu·h
alveoli	a·lvi·ɒli
always	a·wːlwe·yz
alyssum	a·li·su·hm
amadou	a·mu·hdoo
amah	a·mu·h
amain	a·me·yn
amalgamated	u·hma·lgu·hme·yti·d
amalgamate	u·hma·lgu·hme·yt
amalgamates	u·hma·lgu·hme·yts
amalgamating	u·hma·lgu·hme·yti·ng
amalgamation	u·hma·lgu·hme·yshn
amalgamations	u·hma·lgu·hme·yshnz
amalgam	u·hma·lga·m
amandine	a·ma·hndIyn
amanita	a·mu·hnIytu·h
amanuensis	a·mu·hnyoou·hnsi·s
amaranth	a·mu·hra·nth
amaretto	a·mu·hre·tow
amaryllis	a·mu·hri·li·s
amassed	u·hma·st
amasses	u·hma·si·z
amassing	u·hma·si·ng
amass	u·hma·s
amateur	a·mu·htu·h
amateurish	a·mu·htu·hri·sh
amateurishly	a·mu·htu·hri·shli
amateurishness	a·mu·htu·hri·shnu·hs
amateurism	a·mu·htu·hri·zu·hm
amateurs	a·mu·htu·hz
amatol	a·mu·htɒl
amatory	a·mu·htu·hri
amazed	u·hme·yzd
amazement	u·hme·yzmu·hnt
amaze	u·hme·yz
amazes	u·hme·yzi·z
amazingly	u·hme·yzi·ngli
amazing	u·hme·yzi·ng
amazon	a·mu·hzu·hn
amazonian	a·mu·hzo·hniu·hn
amazons	a·mu·hzu·hnz
ambassadorial	a·mbu·hsu·hda·wːriu·hl
ambassador	u·hmba·su·hdu·h
ambassadorship	u·hmba·su·hdu·hshi·p
ambassadorships	u·hmba·su·hdu·hshi·ps
ambassadors	u·hmba·su·hdu·hz
ambassadress	a·mbu·hsa·dre·s
amber	a·mbu·h
ambergris	a·mbu·hgri·s
ambiance	a·mbiu·hns
ambidextrous	a·mbi·de·kstru·hs
ambience	a·mbiu·hns
ambient	a·mbiu·hnt
ambiguities	a·mbi·gyooi·ti·z
ambiguity	a·mbi·gyooi·ti
ambiguous	a·mbi·gyoou·hs
ambiguously	a·mbi·gyoou·hsli
ambit	a·mbi·t
ambition	a·mbi·shn
ambitions	a·mbi·shnz
ambitious	a·mbi·shu·hs
ambitiously	a·mbi·shu·hsli
ambivalence	a·mbi·vu·hlu·hns
ambivalent	a·mbi·vu·hlu·hnt
amble	a·mbu·hl
ambled	a·mbu·hld
ambler	a·mblu·h
ambles	a·mbu·hlz
ambling	a·mbli·ng
ambo	a·mbo·h
ambos	a·mbo·hz
ambrosia	a·mbro·hziu·h
ambrosial	a·mbro·hsiu·hl
ambulance	a·mbyu·lu·hns
ambulanceman	a·mbyu·la·hnse·mu·hn
ambulances	a·mbyu·lu·hnsi·z
ambulatory	a·mbyu·le·ytu·hri
ambush	a·mbu·sh
ambushed	a·mbu·sht
ambusher	a·mbu·shu·h
ambushes	a·mbu·shi·z
ambushing	a·mbu·shi·ng
ameer	a·miu·h
ameliorated	u·hmIyliu·hre·yti·d
ameliorate	u·hmIyliu·hre·yt
ameliorating	u·hmIyliu·hre·yti·ng
amelioration	u·hmIyliu·hre·yshn
amenable	u·hmIynu·hbu·hl
amendable	u·hme·ndu·hbu·hl
amended	u·hme·ndi·d
amending	u·hme·ndi·ng
amend	u·hme·nd
amendment	u·hme·ndmu·hnt
amendments	u·hme·ndmu·hnts
amends	u·hme·ndz
amenities	u·hme·ni·ti·z
amenity	u·hme·ni·ti
amen	a·hme·n
ament	u·hme·nt
amerced	a·mɜːst
americium	u·hmi·ri·siu·hm
amethyst	a·mi·thi·st
amethysts	a·mi·thi·sts
amiability	e·ymiu·hbi·li·ti
amiable	e·ymiu·hbu·hl
amiably	e·ymiu·hbli
amicable	a·mi·ku·hbu·hl
amicably	a·mi·ku·hbli
amice	a·mi·s
amide	u·hmai·d
amid	u·hmi·d
amidships	u·hmi·dshi·ps
amidst	u·hmi·dst
amie	a·mi
amigo	u·hmIygo·h
amigos	u·hmIygo·hz
ami	a·hmi
amine	a·mai·n
amino	u·hmIyno·h
amir	a·miu·h
amirs	a·miu·hz
amiss	u·hmi·s
amity	a·mi·ti
ammeter	a·mIytu·h
ammeters	a·mIytu·hz
ammo	a·mo·h
ammonia	a·mo·hniu·h
ammonite	a·mu·hnai·t
ammonites	a·mu·hnai·ts
ammonium	a·mo·hniu·hm
ammunition	a·myoo·ni·shn
amnesia	a·mnIyziu·h
amnesiac	a·mnIyzia·k
amnesic	a·mnIyzi·k
amnestied	a·mnu·hsti·d
amnesties	a·mnu·hsti·z
amnesty	a·mnu·hsti
amniotic	a·mni·ɒti·k
amoeba	u·hmIybu·h
amoebas	u·hmIybu·hz
amoebic	u·hmIybi·k
amok	u·hmɒk
among	u·hmu·hng
amongst	u·hmu·hngst
amontillado	a·mu·hnti·la·hdo·h
amoral	e·ymɒru·hl
amorality	a·mu·hra·li·ti
amoroso	a·ma·wːro·hso·h
amorous	a·mu·hru·hs
amorously	a·mu·hru·hsli
amorphous	u·hma·wːfu·hs
amounted	u·hmo·wnti·d
amounting	u·hmo·wnti·ng
amount	u·hmo·wnt
amounts	u·hmo·wnts
amour	a·mu·h
amours	a·mu·hz
amoxicillin	a·mu·hksi·si·li·n
amp	a·mp
ampere	a·mpeu·h
amperes	a·mpeu·hz
ampersand	a·mpu·hsa·nd
amphetamine	a·mfe·tu·hmIyn
amphetamines	a·mfe·tu·hmIynz
amphibian	a·mfi·biu·hn
amphibians	a·mfi·biu·hnz
amphibious	a·mfi·biu·hs
amphiboles	a·mfi·bo·hlz
amphipods	a·mfi·pɒdz
amphitheater	a·mfi·thiu·htu·h
amphitheatre	a·mfi·thiu·htu·h
amphitheatres	a·mfi·thiu·htu·hz
amphora	a·mfa·wːru·h
amphorae	a·mfa·wːrIy
ampicillin	a·mpi·si·li·n
ample	a·mpu·hl
amplification	a·mpli·fi·ke·yshn
amplified	a·mpli·fai·d
amplifier	a·mpli·faiu·h
amplifiers	a·mpli·faiu·hz
amplifies	a·mpli·fai·z
amplify	a·mpli·fai
amplifying	a·mpli·faii·ng
amplitude	a·mpli·tyoo·d
amply	a·mpli
ampoule	a·mpoo·l
ampoules	a·mpoo·lz
amps	a·mps
ampule	a·mpyoo·l
ampules	a·mpyoo·lz
ampulla	a·mpu·lu·h
ampullae	a·mpu·lIy
amputate	a·mpyoo·te·yt
amputated	a·mpyoo·te·yti·d
amputating	a·mpyoo·te·yti·ng
amputation	a·mpyoo·te·yshn
amputations	a·mpyoo·te·yshnz
amputee	a·mpyoo·tIy
amputees	a·mpyoo·tIyz
amrita	a·mrIytu·h
amuck	u·hmu·hk
amulet	a·myu·lu·ht
amulets	a·myu·lu·hts
amu	a·hmoo
amused	u·hmyoo·sd
amusement	u·hmyoo·smu·hnt
amusements	u·hmyoo·smu·hnts
amuse	u·hmyoo·s
amuses	u·hmyoo·si·z
amusingly	u·hmyoo·si·ngli
